company,avg_salary($),salary_type
International_TechneGroup_Inc,N/A,year
Internet_Brands,71,year
Internet_Matrix,N/A,year
Internet_Testing_Systems,N/A,year
Interop_Technologies,N/A,year
Intersystems_Corporation,100,year
Intertech_Corporation,N/A,year
Intertech_Security%2C_LLC,N/A,hour
Intertrust,N/A,year
Intouch_Solutions,74,year
Intrado%2C_Inc.,81,year
Intralinks%2C_Inc.,92,year
Intuit_Inc.,125,year
Intuition_Systems,N/A,year
Intuitive_Technology_Group,N/A,year
Investis,N/A,year
Investment_Technology_Group,94,year
Invision.Com,106,year
Iovation,80,year
Iowa_Network_Services,N/A,hour
Ipass_Inc.,N/A,year
Ipreo,80,year
Ipswitch%2C_Inc.,87,year
Iqnavigator_Inc.,81,year
Irdeto,N/A,year
Iridium_Corp,N/A,year
Iron_Mountain%2C_Inc.,81,year
Iron_Mountain_Incorporated,N/A,year
Iron_Mountain_Records_Management,18,hour
Irving_Burton_Associates_and_Incorporated,N/A,year
Iteris%2C_Inc.,91,year
Iverify,N/A,year
Ixia,99,year
i3_Research%2C_Inc,N/A,year
iDirect_Technologies,97,year
iLAB,N/A,year
iMobile,N/A,hour
iModules,58,year
iN_Demand_Networks,N/A,year
iPipeline,75,year
iQmetrix,68,year
iQor,13,hour
iSolve_Business_Solutions,N/A,year
iSpace,N/A,year
iStreamPlanet,N/A,year
iTalent,N/A,year
iTech_Solutions,N/A,year
iTradeNetwork,N/A,year
iVenture_Solutions,N/A,year
ikaSystems,N/A,year
J._J._Keller_%26_Associates%2C_Inc.,80,year
JDA_Software_Group%2C_Inc.,102,year
JDS_Uniphase_Corp,104,year
JMA-IT,N/A,year
JMARK_Business_Solutions,N/A,year
JT3_-_LLC,76,year
Jabra,N/A,year
Jack_Henry_%26_Associates_Inc_(JKHY),79,year
Jacobs_Technology%2C_Inc.,87,year
Jade_Global,N/A,year
Jagged_Peak_Inc.,75,year
Jaguar_Communications,N/A,hour
Jama_Software,N/A,year
Jana%2C_Inc.,N/A,year
Janrain,N/A,year
Jefferson_Audio_Video_Systems,N/A,year
Jefferson_County_Commission,17,hour
Jenne_Distributors,N/A,year
Jenzabar%2C_Inc,77,year
Jeppesen_Sanderson%2C_Inc.,97,year
Jive,64,year
Jive_Software,109,year
Jobson_Publishing,N/A,year
John_Wiley_and_Sons%2C_Inc.,72,year
Jonas_Software,N/A,year
Juniper_Networks%2C_Inc.,131,year
Juniper_Systems,N/A,year
j2_Global_Communications%2C_Inc.,80,year
K-Force,27,hour
K2_Solutions,N/A,year
KAR_Industrial,N/A,hour
KCI,64,year
KDDI_America,N/A,year
KEYBRIDGE,N/A,year
KEYW_Corporation,91,year
KGI,N/A,year
KGS_Group,N/A,hour
KLA_Group,98,year
KONICA_MINOLTA_Business_Solutions_Ltd,70,year
KORE_Telematics,70,year
KPIT_Cummins_Infosystems_Limited,N/A,year
KUBRA_Data_Transfer,N/A,year
KVH_Industries%2C_Inc.,N/A,year
Kabam,84,year
Kantar_Itp,N/A,year
Kareo,88,year
Karmak_Inc.,N/A,year
Kaspersky_Lab,N/A,year
Kastle_Systems,77,year
Kayak_Software,106,year
Kelley_Blue_Book,88,year
Keno_Kozie_Associates,N/A,year
Keylogic,77,year
Keypoint_Technologies,19,hour
Keyrus,101,year
Keywords_International_Ltd,N/A,year
Kforce_Professional_Staffing,69,year
Kickstarter,117,year
Kinetic_IT,N/A,year
Kingfisher_Systems,N/A,year
Kingland_Systems,71,year
Kinnser_Software,69,year
Kitware,N/A,year
Knight_Point_Systems,91,year
Knowledge_Services,N/A,hour
KnowledgeLake,N/A,year
Kodiak_Networks,N/A,year
Kofax%2C_Inc.,N/A,year
Konami_Digital_Entertainment%2C_Inc.,N/A,year
Konica_Minolta_Business_Solutions%2C_Inc.,68,year
Kony,107,year
Korchek_Technologies_LLC,N/A,year
Kovarus,N/A,year
Kratos,92,year
Kretek_International,N/A,year
Kroll_Ontrack_Inc.,N/A,year
Krones_Inc.,83,year
Kronos_And_Inc,N/A,year
Kronos_Incorporated,85,year
Kronos_Products,N/A,year
Kurtosys,N/A,year
Kyriba,95,year
kCura,74,year
L-3_Communications,89,year
L_%26_T_Infotech_Ltd,97,year
LABVANTAGE_Solutions_Pvt_Ltd,N/A,year
LANtek_Computer_Service,N/A,year
LCS_Technologies,N/A,year
LFORM_Design,N/A,year
LGS_Group_Inc.,98,year
LHP_Software,76,year
LINQ_Services,69,year
LITMUS,N/A,year
LLamasoft,92,year
Lab49,N/A,year
Landesk,71,year
Landscapes_USA,N/A,hour
Lanspeed,N/A,hour
Lantek,N/A,hour
Lanyon_Solutions%2C_Inc.,64,year
Larsen_%26_Toubro_Limited,92,year
Larsen_and_Toubro_Ltd.,90,year
Laserfiche,77,year
Leadpoint%2C_Inc.,N/A,year
Leadsonline,N/A,year
LeanLogistics,63,year
Learfield_Sports,57,year
Learning.Com,N/A,year
Leidos,89,year
Lenel_Systems,N/A,year
Lenovo_Group,94,year
Level_(3)_Communications,82,year
Level_One%2C_Inc.,N/A,year
LevelUp,N/A,year
Levi%2C_Ray%2C_%26_Shoup%2C_Inc.,N/A,year
Lewan_and_Associates,N/A,year
Lexicode_Corporation,25,hour
Lexipol,66,year
LexisNexis,89,year
Lexmark,94,year
Lexmark_International_Group_Inc,N/A,year
Liaison_Technologies,N/A,year
Liazon,N/A,year
Libera,N/A,year
Liberty_Global,N/A,year
Liberty_IT,83,year
LifeSize,N/A,year
Lifelock,N/A,year
Lighthouse_Document_Technologies,N/A,year
Lighthouse_Technologies,N/A,year
Lightning_Bolt_Solutions,N/A,year
Lightspeed_Systems,81,year
Limeade,90,year
Limelight_Networks,85,year
Linden_Lab,N/A,year
Line_Systems_Inc,N/A,hour
Linedata_Services%2C_Inc,106,year
Link_Computer_Corporation,N/A,year
Link_Staffing,N/A,year
Linkedin_Corporation,119,year
Linode,75,year
Linx,18,hour
Lionbridge_Inc.,N/A,year
Lionbridge_Technologies%2C_Inc.,72,year
Liquid_Web,N/A,year
Liquidhub%2C_Inc.,88,year
Little_Diversified_Architectural_Consulting,N/A,year
LivePerson,92,year
LiveText%2C_Inc,N/A,year
Livestream,N/A,year
Livevox,92,year
LivingSocial,N/A,year
Local_Government_Corporation,N/A,year
Location_Labs,N/A,year
Lockheed_Martin_Corp,88,year
Lockheed_Martin_Information_Technology,100,year
Locus_Telecommunications_Inc.,N/A,year
LogMeIn,97,year
LogRhythm,106,year
Logic_Supply,N/A,year
Logic_Technology_Inc,61,year
Logicalis%2C_Inc.,80,year
Logicworks,N/A,year
Logista_Solutions,N/A,hour
Logos,N/A,year
Logos_Research_Systems%2C_Inc.,N/A,year
Lone_Wolf,N/A,hour
Lone_Wolf_Real_Estate_Technologies,66,year
LongView_International_Technology_Solutions,N/A,year
Louisiana_Public_Health_Institute,N/A,year
Lubbock_County,N/A,year
Lucent_Technologies_Inc,N/A,year
Lucid_Software,76,year
Lucid_Technology,86,year
Lumedx_Corporation,N/A,year
Lumenis%2C_Inc.,N/A,year
Luxoft,100,year
Lyft%2C_Inc.,107,year
Lyons_Consulting_Group,78,year
lDS_Church,N/A,hour
M3,67,year
MA_Peterson,N/A,hour
MAK_Technologies,105,year
MASERGY,N/A,year
MCG_Health%2C_Inc.,108,year
MCIS,N/A,year
MCK_Technology,N/A,year
MCN_Healthcare,N/A,year
MCPc,N/A,year
MDA_Federal%2C_Inc.,79,year
MDSL,68,year
MDX,N/A,year
MEDTRON,N/A,year
MIL_Corporation,75,year
MIR3,N/A,year
MITS,N/A,year
MLB_Advanced_Media%2C_LLP,87,year
MModal_IP_LLC,67,year
MORI_Associates,88,year
MPAY,N/A,year
MRI_Software,63,year
MRV_Communication%2C_Inc,N/A,year
MSA_Solutions,N/A,hour
MSDSonline,63,year
MSi_SSL,N/A,year
MTBC,N/A,year
MYTEK_Network_Solutions,N/A,year
Macaulay-Brown%2C_Inc.,82,year
Maestro,77,year
Magenic,N/A,year
Magenic_Technologies,105,year
Magento,82,year
Mahindra_USA,88,year
Main_Street_Hub,44,year
Mainstay_Technologies,N/A,year
Maintech_Corp,N/A,year
Majesco,N/A,year
Majiq_Systems_%26_Software%2C_Inc.,N/A,year
Makemusic,56,year
Managed_Solution,N/A,year
Management_Data_Systems_International_(MDSI),N/A,year
Management_Science_Associates%2C_Inc.,82,year
Manhattan_Associates,82,year
Manhattan_Associates%2C_Inc.,87,year
Manpower_Inc.,16,hour
ManpowerGroup,73,year
Mantech_International_Corp.,94,year
Mapcom_Systems,N/A,year
Mapp_Digital_US%2C_LLC.,136,year
Marathon_Staffing,N/A,hour
Marchex%2C_Inc.,85,year
Marco,68,year
Marin_Software,N/A,year
Market_Leader,N/A,year
Market_Resource_Partners,N/A,year
Marketing_Systems_Group,N/A,year
Marketo,95,year
Marketshare,N/A,year
Marketsource_Corporation,61,year
Marketstar_Corporation,64,year
Markey%27s_Rental_and_Staging,N/A,hour
Markit_Group_Limited,83,year
Markmonitor%2C_Inc.,66,year
Marlabs_Inc.,N/A,year
Marvel_Entertainment,53,year
Mastec_Advanced_Technologies,63,year
Mastec_North_America%2C_Inc.,74,year
Mastech_Inc,74,year
Mastek,N/A,year
MasterCard_Worldwide,109,year
MasterControl,91,year
Matanuska_Telephone_Association%2C_Inc.,N/A,year
Match.Com,89,year
Materialise,N/A,year
Matrix_Integration,N/A,year
Matrix_Networks,N/A,year
Matrix_Resources%2C_Inc.,N/A,year
Matrix_Solutions_Inc.,N/A,hour
Matrixgroup,N/A,hour
Mattersight,80,year
Mavenir_Systems,112,year
MaxMind,N/A,year
Maximus%2C_Inc.,16,hour
Maxis,N/A,year
McAfee%2C_Inc.,104,year
McKesson_Corp.,94,year
McKesson_Medical_Imaging_Group,N/A,year
McKesson_Specialty_Health,95,year
McLeod_Software,65,year
Mccallie_Associates_Inc.,N/A,year
Mckesson_Health_Solutions,N/A,year
Mclane_Advanced_Technologies,N/A,year
Md7,N/A,hour
Mecklenburg_County_Government,65,year
MedData,64,year
MedTouch,N/A,year
Medallia,122,year
Medassets%2C_Inc.,74,year
Medecision%2C_Inc.,N/A,year
Medevolve,N/A,hour
Medfusion,N/A,year
Media_Temple,72,year
MediaMath,90,year
MediaSource,N/A,year
Mediacom,73,year
Mediacom_Communications_Corporation,17,hour
Medialab_Ventures,N/A,year
Medicity_Inc.,N/A,year
Medidata,N/A,year
Medidata_Solutions%2C_Inc.,110,year
Meditech,66,year
Mediware_Information_Systems,70,year
Medix,62,year
Mednet,60,year
Meetup,N/A,year
Melissa_Data,N/A,hour
Meltmedia,74,year
Meltwater_Group,69,year
MemberClicks,81,year
Mentor_Graphics_Corporation,104,year
MentorMate,N/A,year
Meraki,89,year
Mercury_Technology_Group,N/A,hour
Merge_Healthcare,N/A,year
Meridian_IT,N/A,year
Meridian_Imaging_Solutions,N/A,year
MeridianLink,86,year
Meridium,N/A,year
Merrill_Corporation,87,year
Meta_Solutions,N/A,year
Metacommunications_Inc,N/A,year
Metalogix,N/A,year
Metaswitch,N/A,year
Metova,78,year
MetricStream,N/A,year
MetroStar_Systems,106,year
Metron_Inc,73,year
Metropcs,10,hour
Metropolitan_Police_Department,N/A,year
Mettel,N/A,year
Mi-tech%2C_Inc.,20,hour
MiX_Telematics,N/A,hour
Michigan_State_Police,N/A,year
Micro_Focus_Inc.,96,year
MicroAge_Technologies,N/A,hour
MicroNet_Solution,N/A,hour
MicroPact,90,year
Microassist_Inc,N/A,year
Microd%2C_Inc,N/A,year
Microdesk%2C_Inc.,79,year
Microland,N/A,year
Microsoft_Corp,125,year
Microstrategy_Incorporated,100,year
Midas%2B,N/A,year
Midcontinent_Communications,N/A,year
Midwest_Family_Broadcasting,N/A,year
Mike_Collins_and_Associates,N/A,year
Miles_Technologies%2C_Inc.,59,year
Milestone_Systems,N/A,year
Milestone_Technologies%2C_Inc.,22,hour
Milleniumsoft_Inc.,N/A,hour
Milliman%2C_Incorporated,78,year
Milsoft_Utility_Solutions,75,year
Mimeo.Com%2C_Inc.,N/A,year
Mimosa,N/A,year
MindTouch,N/A,year
Mindbody%2C_Inc,74,year
Mindlance,66,year
Mindtree_Consulting,90,year
Mintec%2C_Inc.,N/A,year
Mintel_International_Group_Ltd.,61,year
Mission_Support_Alliance,81,year
Misys,N/A,year
Misys_Banking_Systems,85,year
Mitchell%2C_International,101,year
Mitchell1,N/A,hour
Mitel_Networks_Corp,81,year
Mitratech,73,year
Miva,N/A,year
Miva_Merchant,N/A,year
Mobile_Reach,N/A,year
Mobilitie,86,year
Mobitv%2C_Inc,N/A,year
Mobivity,N/A,year
Model_N_Inc,89,year
Modis%2C_Inc.,31,hour
Modular_Mining_Systems%2C_Inc,N/A,year
Modus,77,year
MojoTech,N/A,year
Momentum_Telecom,N/A,year
Monetate,71,year
Monitronics_International,N/A,year
Monotype,80,year
Monster.Com,92,year
Moody%27s_Kmv,N/A,year
Morningstar%2C_Inc.,80,year
MorphoTrust,74,year
Morris_Communications,N/A,year
Mortgage_Cadence,N/A,year
Mosaic_Technology,N/A,year
Motionpoint,N/A,year
Motionsoft,N/A,year
Motorola%2C_Inc.,90,year
Move%2C_Inc.,112,year
Moxie_Software,N/A,year
Mphasis_Corp.,92,year
Mphasis_Corporation,88,year
Msc.Software,86,year
Mu_Sigma,83,year
Mulesoft,N/A,year
Multiplan_Incorporated,86,year
Murex,N/A,year
Music_Choice_Ltd,N/A,year
Muzak%2C_LLC,N/A,hour
My.com,N/A,year
MyWebGrocer,72,year
Myriad_Supply,N/A,year
mindWireless,N/A,year
myDevices,N/A,year
N-able_Technologies_Inc.,N/A,year
N2net,57,year
NASDAQ,82,year
NC4,N/A,year
NCI_Inc.,85,year
NCI_Information_Systems%2C_Inc.%2C,81,year
NCR_Corp,89,year
NCS,65,year
NEC_Corporation,105,year
NEC_Corporation_of_America,N/A,year
NEOGOV,81,year
NIC_Group_Inc.,82,year
NICE_Systems,96,year
NIIT_Technology,91,year
NKP,N/A,year
NSC_Global,N/A,hour
NTS_Communications_Inc,N/A,year
NTT_America%2C_Inc.,100,year
NTT_Data_Corporation,93,year
NWN_Corporation,N/A,year
Nagarro,99,year
Namco_Bandai_Games_America_Inc.,95,year
Namely%2C_Inc.,82,year
Nanonation,N/A,year
NantHealth,90,year
Napster_Inc.,N/A,year
National_Capitol_Contracting,N/A,year
National_Collegiate_Scouting_Association,59,year
National_Enterprise_Systems,N/A,year
National_Geospatial-Intelligence_Agency,97,year
National_Ground_Intelligence_Center,N/A,year
National_Information_Solutions_Cooperative,65,year
National_Oceanic_and_Atmospheric_Administration,80,year
National_Quality_Forum,N/A,year
National_Research_Corporation,57,year
National_Rural_Telecommunications_Cooperative,N/A,year
National_Security_Agency,75,year
Native_Instruments,N/A,year
Nature_Publishing_Group,60,year
Naughty_Dog,N/A,year
Naval_Surface_Warfare_Ctr-Dahlgren,94,year
Navex_Global,59,year
Navicure,N/A,year
Navis,76,year
Navisite%2C_Inc.,80,year
Navitaire%2C_Inc.,N/A,year
Navteq_Corporation,N/A,year
Naylor%2C_Inc.,N/A,year
Ncsoft_Corporation,111,year
Neopost_Inc,60,year
Nerdwallet,107,year
Ness_Usa%2C_Inc.,N/A,year
Net%40Work,N/A,year
Net_eSolutions,61,year
NetApp,125,year
NetCentrics,N/A,year
NetEnrich,N/A,year
NetGear_Inc,103,year
NetWolves,N/A,hour
NetWrix,N/A,year
Netcom,N/A,year
Netcracker_Technology_Corp.,74,year
Neteffect,N/A,year
Netflix%2C_Inc.,107,year
Netgain_Hosting,N/A,year
Netgain_Technologies,59,year
Netmotion_Wireless%2C_Inc.,N/A,year
Netscout,94,year
Netscout_Systems%2C_Inc.,103,year
Netsmart_Technologies%2C_Inc.,76,year
Netsuite%2C_Inc.,90,year
Network_Building_and_Consulting,72,year
Network_Cabling_Services,N/A,hour
Network_Innovations_Inc,N/A,year
Network_Solutions_Inc.,N/A,year
Network_Solutions_Provider,N/A,year
Networked_Insights,N/A,year
Networking_Technologies_and_Support,N/A,hour
Netxusa,N/A,year
NeuLion,N/A,year
Neudesic,105,year
Neustar_Corporation,95,year
New_Century_Software,N/A,year
New_Innovations,N/A,year
New_Jersey_Institute_of_Technology_(NJIT),78,year
New_York_City_Health_and_Hospital_Corporation,88,year
New_York_State_Health_Foundation,N/A,year
New_York_eHealth_Collaborative,N/A,year
NewWave_Communications,N/A,year
Newforma,76,year
Newmarket_International,N/A,year
Newsbank%2C_Inc,N/A,year
NexTech,82,year
Nexant%2C_Inc.,79,year
Nexcess.net,N/A,year
Nexidia,N/A,year
Nexient,87,year
Nexius,82,year
Nexon_America,N/A,year
Next_IT_Corporation,N/A,year
NextLabs_Inc,N/A,year
Nextgen,77,year
Nextgen_Healthcare,72,year
Nextiva,83,year
Nextwave,N/A,hour
Nexus_Systems,N/A,year
Ngp_Van,58,year
Niche_Inc.,71,year
Nimble_Group,N/A,year
Nintendo_of_America_Inc.,27,hour
Nintex,96,year
Nitel,62,year
Nitro,84,year
Njvc-LLC,N/A,year
No_Limit,75,year
Noblis,96,year
Nokia%2C_Inc.,115,year
Nokia_Siemens_Networks,93,year
Nomis_Solutions,N/A,year
Nordis_Direct,N/A,year
Noregon_Systems,N/A,year
North_Carolina_Department_of_Revenue,N/A,year
North_Carolina_Housing_Finance_Agency,N/A,year
North_State_Communications,N/A,hour
Northland_Communications,N/A,year
Northrop_Grumman_Corporation,94,year
Northrop_Grumman_Information_Systems,91,year
Northstar_Technologies,N/A,year
Northwest_Evaluation_Association,95,year
Not_In_List,64,year
Nova_Corp,81,year
Novacoast,N/A,year
Novarad_Corporation,60,year
Novell_Inc,N/A,year
Nsight,N/A,year
Ntiva,59,year
Nuance_Communications%2C_Inc.,99,year
Nuesoft,N/A,year
Numerica_Corporation,N/A,year
Numerix_LLC,N/A,year
Nuna,N/A,year
Nunya_Bidness,75,year
Nunya%2C_Inc.,82,year
Nutanix,136,year
Nvidia_Corp,145,year
nLogic,67,year
nexVortex,N/A,year
nfrastructure,18,hour
OBXtek,N/A,year
OCHIN%2C_Inc.,89,year
OEConnection,59,year
OFS_Fitel%2C_LLC,87,year
OGSystems,84,year
ON24,N/A,year
ONIX_Group,N/A,hour
OPSWAT,N/A,year
ORASI,N/A,year
Oasys%2C_Ltd.,N/A,year
Object_Edge,N/A,year
Obsidian_Entertainment,N/A,year
Oclc_Online_Computer_Library_Center%2C_Inc.,93,year
Odyssey,73,year
Odyssey_Systems_Consulting_Group,83,year
Office_of_Inspector_General,N/A,year
Oklahoma_State_Department_of_Health,N/A,year
Oklahoma_Supreme_Court,N/A,year
Omega_Project_Solutions,N/A,year
OmniSYS%2C_LLC,N/A,year
Omnicell_Inc,96,year
Omnicomm_Systems%2C_Inc.,N/A,year
Omnitech_Inc.,N/A,year
Omnitrans,70,year
On_Center_Software%2C_Inc.,N/A,year
OnForce,N/A,year
OnTarget,N/A,hour
OnX_Enterprise_Solutions,79,year
One_Network_Enterprises,112,year
One_Source_Communications,N/A,year
One_Step_Data%2C_Inc.,N/A,year
One_Technologies,N/A,year
OneNeck_IT_Services,N/A,year
OnePath,70,year
OnePoint_Patient_Care,N/A,hour
Online_Rewards,N/A,year
Ontario_Systems%2C_Llc.,71,year
Ontraport,N/A,year
Onvia%2C_Inc.,81,year
Onvoy%2C_Inc.,N/A,hour
Open_Access_Technology_International,N/A,year
Open_Dental_Software,N/A,hour
Open_Minds,N/A,hour
Open_Systems_International,68,year
Open_Systems_Technologies,73,year
Open_Text_Corporation,113,year
OpenERP,N/A,year
OpenTable%2C_Inc._(Online_Restaurant_Reservations),112,year
OpenTech,N/A,year
OpenText_Corp.,100,year
OpenX,89,year
Openlink,111,year
Openlink_Financials_Inc,106,year
Opera_Solutions,109,year
Operative,N/A,hour
Opower,114,year
Optimal_Solutions_and_Technologies,74,year
Optimizely,118,year
Optimum_Lightpath,N/A,hour
Optimum_Solutions,N/A,year
Optiv_Security_Inc.,90,year
OptumHealth%2C_Inc.,95,year
Optus,N/A,year
Oracal_usa,N/A,year
Oracle,110,year
Oracle_Corp.,118,year
Orange,74,year
Orange_Business_Services,N/A,year
Orange_County_Government,19,hour
Orbcomm_Inc.,N/A,year
Orchard_Software,N/A,year
Orion_International,N/A,year
Orion_Systems_Integrators,N/A,year
Orkin%2C_Inc.,17,hour
Osisoft%2C_Inc.,97,year
Otelco,N/A,hour
Other_World_Computing,N/A,year
OutSystems,95,year
OuterBox_Solutions,53,year
Outreach_Inc,99,year
Overdrive%2C_Inc,67,year
Overland_Corp,N/A,year
Owen_Group,N/A,hour
onShore_Networks,N/A,year
P2_Energy_Solutions,N/A,year
PA._House_of_Representatives,N/A,year
PAR_Springer-miller_Systems,N/A,year
PAR_Technologies_L.l.c.,68,year
PAS%2C_Inc.,N/A,year
PBHS,N/A,year
PC_Connection%2C_Inc.,68,year
PCCW_Global,61,year
PCI_Strategic_Management,104,year
PCMS_Datafit,75,year
PCT_International,N/A,hour
PDS_Technical_Services%2C_Inc.,33,hour
PGI_International,85,year
PHT,N/A,year
PICS,N/A,hour
PICS_Telecom,N/A,year
POP,83,year
POS_Portal,N/A,hour
PQ_Systems,51,year
PROSUm_Technology_Services,78,year
PTC,94,year
Pacific_Office_Automation,19,hour
Pacific_Software_Publishing,N/A,hour
Paciolan%2C_Inc.,N/A,year
Paladin_Data_Systems_Corporation,N/A,hour
Palantir,N/A,year
Palantir_Technologies,113,year
Palo_ALTO%2C_Inc,115,year
Palo_Alto_Networks,124,year
Panasas,N/A,hour
Pandora_Media%2C_Inc.,101,year
Pantheon,111,year
Paperless_Business_Systems,N/A,year
Paragon_Application_Systems,N/A,year
Paragon_Development_Systems,N/A,year
Paragus_Strategic_IT,N/A,year
Parallel_Technologies%2C_Inc.,72,year
Parallels_Inc.,67,year
Parametric_Technology_Corporation,85,year
Parasoft_Inc,N/A,year
Parata_Systems%2C_Inc.,73,year
Parishsoft,N/A,year
Pariveda_Solutions,92,year
Park_Place_Technologies,63,year
Partech%2C_Inc.,N/A,year
Passageways,N/A,year
Patron_Technology,84,year
Patterson_Dental_Co,74,year
PayLease,74,year
Paycom,66,year
Paycor%2C_Inc.,87,year
Paylocity,79,year
Paypal%2C_Inc.,115,year
Paytronix_Systems%2C_Inc.,84,year
Pcmall_Inc.,60,year
Peak10,N/A,year
Peckham%2C_Inc.,17,hour
Pedigree_Technologies,N/A,year
Peer_1_Network%2C_Inc.,N/A,year
Peerless_Network,N/A,year
Pegasystems_Inc.,104,year
Pelco,N/A,year
Pen-Link%2C_Ltd.,N/A,year
Pencor%2C_Inc.,N/A,hour
Penta,N/A,hour
Pentagram,N/A,year
Pentaho,106,year
Penton_Media%2C_Inc.,63,year
PeopleAdmin,60,year
Peoplenet,72,year
Perceptive_Software%2C_Inc.,N/A,year
Perfect_Commerce%2C_Inc.,N/A,year
PerfectServe,67,year
Perficient%2C_Inc.,90,year
Perforce,80,year
Perform_Group,75,year
Performance_Software,N/A,year
Perks.com,N/A,year
Persistent_Systems,101,year
Personal_Computers_Inc,N/A,year
Petz_Enterprises,N/A,year
Phacil,67,year
PharmScript,17,hour
Pharmerica_Corporation,21,hour
Pharos_Systems,N/A,year
Phone.com,N/A,year
Phonoscope%2C_Inc.,N/A,hour
Photon_Infotech,109,year
Pica9,N/A,year
Pillar_Technology,94,year
Pinellas_County_Government,N/A,year
Ping_Identity,92,year
Pinger,N/A,year
Pinnacle_Telecommunications%2C_Inc.,N/A,hour
Pioneer_Technology_Group,N/A,year
Pioneer_Telephone,N/A,hour
Pitchbook,81,year
Pitney_Bowes_Inc.,81,year
Pivotal_Corporation,N/A,year
Pivotal_Labs,121,year
Pixelmedia,N/A,year
PlanITROI,N/A,year
Planisware,N/A,year
Planned_Systems_International,80,year
Plantronics_Inc,N/A,year
Planview%2C_Inc,99,year
PlayNetwork,79,year
Plex_Systems,80,year
Plumchoice%2C_Inc,N/A,hour
Pluralsight,103,year
Pocket_Gems,99,year
PointClickCare,96,year
Polaris_Management_Partners,N/A,year
Polaris_Software_Labs_Limited,N/A,year
Polycom_Inc.,105,year
Pomeroy_Group,N/A,year
Pomeroy_It_Solutions_Inc,N/A,hour
Porch,106,year
Postmates_Inc.,110,year
Power_Costs_Inc,78,year
Power_%26_Telephone_Supply,N/A,year
PowerAdvocate,88,year
PowerChord,N/A,year
PowerObjects,62,year
PowerPlan,97,year
PowerReviews,73,year
PowerSchool,76,year
Powernet_Global_Communications,N/A,year
Powertek,N/A,year
Practice_Fusion,114,year
Practice_Velocity,N/A,year
Praeses_LLC,89,year
Pragmatics%2C_Inc.,89,year
Precise_Systems,73,year
Precyse_Solutions_Llp,N/A,year
Premier%2C_Inc.,78,year
Premiere_Global,N/A,year
Presidio,89,year
Presidio_Engineering,77,year
Press_Ganey,79,year
Press_Ganey_Associates,74,year
Priceline.Com_Inc,97,year
Primatics_Financial,N/A,year
Prime_Communications,14,hour
Pro_Unlimited,87,year
ProCare_Software,N/A,year
ProMiles,N/A,hour
ProSites,N/A,hour
ProSource_Technologies%2C_Inc.,N/A,year
Procede_Software,N/A,year
Procom,N/A,hour
Procore_Solutions,N/A,year
Procore_Technologies,113,year
Procuri%2C_Inc.,N/A,year
Prodapt_Corporation,N/A,year
Prodea_Systems,N/A,year
Prodege,85,year
Produce_Pro,69,year
Professional_Datasolutions%2C_Inc.,73,year
Progeny_Systems_Corp,84,year
Progress_Software_Corporation,101,year
Projekt202,97,year
Prokarma%2C_Inc.,107,year
Prolink_Solutions,N/A,year
Prometheus,N/A,year
Prometheus_Global_Media,N/A,year
Promodel_Corporation,N/A,year
Proofpoint,116,year
Property_Solutions_International,N/A,year
Proquest_Company,80,year
Proquest_%2F_Csa,N/A,year
Proquest_Technologies,N/A,year
Pros_Revenue_Management,125,year
Prosys_Information_Systems,N/A,hour
Protech_Solutions_Inc,N/A,year
Protel_Communication_Systems,N/A,year
Provation_Medical%2C_Inc,87,year
Provoke_Solutions_Ltd,N/A,year
Proxibid,N/A,year
Prysm%2C_Inc.,N/A,year
PubMatic,122,year
Public_Consulting_Group%2C_Inc.,72,year
Public_Library_of_Science,N/A,year
Pulse_Systems%2C_Inc.,N/A,year
Punch,N/A,year
Purple_Communications%2C_Inc,30,hour
Pushpay,67,year
Q-Matic_Corporation,N/A,year
Q_Pharmacy,N/A,year
Q2_Software%2C_Inc.,95,year
Q2ebanking,84,year
QC_Data_Inc.,N/A,hour
QSI_Corporation,N/A,hour
Qad%2C_Inc.,103,year
QlikTech_International_AB,109,year
Qs%2F1_Data_Systems,N/A,year
QuadGen_Wireless_Solutions,N/A,year
Quadax_Inc,69,year
Quadramed_Corporation,N/A,year
Quake_Global%2C_Inc.,N/A,year
Qualcom,112,year
Qualcomm_Inc,115,year
Qualifacts,N/A,year
Qualis_Health,N/A,year
Qualitest,71,year
Quality_Correctional_Health_Care,28,hour
Quality_Support%2C_Inc.,N/A,year
Quality_Systems_Inc,N/A,year
Quality_Technology%2C_Inc.,N/A,year
Qualtrics,83,year
Qualxserv%2C_LLC,N/A,year
Qualys%2C_Inc.,113,year
Quanta_Technology,N/A,year
Quantcast,101,year
Quantros,75,year
Quantum_Research_International,73,year
Quantum_Spatial,20,hour
Quark_Inc.,N/A,year
Quest_Software%2C_Inc.,98,year
Questeq,N/A,year
Quinnox_Consultancy_Services,N/A,year
Quinstreet%2C_Inc.,87,year
Quintiq,71,year
Qumu,N/A,year
Quorum_Business_Solutions%2C_Inc.,85,year
QuoteWizard,N/A,year
Quotient%2C_Inc.,89,year
RBM,N/A,year
RCN_Corporation,N/A,year
RDA_Corporation,N/A,year
REAL_Software_Systems,N/A,year
REI_Systems%2C_Inc.,105,year
REZ-1,N/A,year
RLM_Communications%2C_Inc,74,year
RMM_Solutions,N/A,year
ROI_Revolution%2C_Inc.,56,year
RS_Software,N/A,year
